# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: P1
# Creation date: 11/27/2021 17:00:15
# 
# 11/27/2021 17:00:15
# The parameters defined in the project are:
# ,P1 - Force Magnitude [N]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,40000
# 
# A non parametric change occurred and invalidated design point results.
# 12/08/2021 12:16:59
# 
