  AUTODYN log file for worker process #           2
 Element ERODED at cycle        1590          33201
 Degenerate element ERODED at cycle        1590          10131
 Element ERODED at cycle        1590          10131
 Degenerate element ERODED at cycle        1590          10132
 Element ERODED at cycle        1590          10132
 Degenerate element ERODED at cycle        1590          10134
 Element ERODED at cycle        1590          10134
 Degenerate element ERODED at cycle        1590          10135
 Element ERODED at cycle        1590          10135
 Degenerate element ERODED at cycle        1593          14727
 Element ERODED at cycle        1593          14727
 Degenerate element ERODED at cycle        1594          10133
 Element ERODED at cycle        1594          10133
 Degenerate element ERODED at cycle        1594          14720
 Element ERODED at cycle        1594          14720
 Degenerate element ERODED at cycle        1604          14719
 Element ERODED at cycle        1604          14719
 Degenerate element ERODED at cycle        1608          14724
 Element ERODED at cycle        1608          14724
 Degenerate element ERODED at cycle        1615           2662
 Element ERODED at cycle        1615           2662
 Degenerate element ERODED at cycle        1642          19298
 Element ERODED at cycle        1642          19298
 Degenerate element ERODED at cycle        1642          33141
 Element ERODED at cycle        1642          33141
 Degenerate element ERODED at cycle        1642          10075
 Element ERODED at cycle        1642          10075
 Degenerate element ERODED at cycle        1645          10021
 Element ERODED at cycle        1645          10021
 Degenerate element ERODED at cycle        1646          33087
 Element ERODED at cycle        1646          33087
 Degenerate element ERODED at cycle        1646          14666
 Element ERODED at cycle        1646          14666
 Degenerate element ERODED at cycle        1648          19244
 Element ERODED at cycle        1648          19244
 Degenerate element ERODED at cycle        1650          14612
 Element ERODED at cycle        1650          14612
 Degenerate element ERODED at cycle        1651           9879
 Element ERODED at cycle        1651           9879
 Degenerate element ERODED at cycle        1651          10020
 Element ERODED at cycle        1651          10020
 Degenerate element ERODED at cycle        1652          32947
 Element ERODED at cycle        1652          32947
 Degenerate element ERODED at cycle        1652          33086
 Element ERODED at cycle        1652          33086
 Degenerate element ERODED at cycle        1654          19102
 Element ERODED at cycle        1654          19102
 Degenerate element ERODED at cycle        1654          19243
 Element ERODED at cycle        1654          19243
 Degenerate element ERODED at cycle        1654          10500
 Element ERODED at cycle        1654          10500
 Degenerate element ERODED at cycle        1654          14611
 Element ERODED at cycle        1654          14611
 Degenerate element ERODED at cycle        1660          33100
 Element ERODED at cycle        1660          33100
 Degenerate element ERODED at cycle        1668           5375
 Element ERODED at cycle        1668           5375
 Degenerate element ERODED at cycle        1677          25809
 Element ERODED at cycle        1677          25809
 Degenerate element ERODED at cycle        1680          19255
 Element ERODED at cycle        1680          19255
 Degenerate element ERODED at cycle        1681          10032
 Element ERODED at cycle        1681          10032
 Degenerate element ERODED at cycle        1688          21048
 Element ERODED at cycle        1688          21048
 Degenerate element ERODED at cycle        1692           5387
 Element ERODED at cycle        1692           5387
 Degenerate element ERODED at cycle        1694           5386
 Element ERODED at cycle        1694           5386
 Degenerate element ERODED at cycle        1714          14623
 Element ERODED at cycle        1714          14623
 Degenerate element ERODED at cycle        1717          28700
 Element ERODED at cycle        1717          28700
 Degenerate element ERODED at cycle        1721          28456
 Element ERODED at cycle        1721          28456
 Degenerate element ERODED at cycle        1722          28465
 Element ERODED at cycle        1722          28465
 Degenerate element ERODED at cycle        1722          23827
 Element ERODED at cycle        1722          23827
 Degenerate element ERODED at cycle        1724           5404
 Element ERODED at cycle        1724           5404
 Degenerate element ERODED at cycle        1725          23837
 Element ERODED at cycle        1725          23837
 Degenerate element ERODED at cycle        1725          23857
 Element ERODED at cycle        1725          23857
 Degenerate element ERODED at cycle        1726          10043
 Element ERODED at cycle        1726          10043
 Degenerate element ERODED at cycle        1726           5641
 Element ERODED at cycle        1726           5641
 Degenerate element ERODED at cycle        1727           5406
 Element ERODED at cycle        1727           5406
 Degenerate element ERODED at cycle        1728          33109
 Element ERODED at cycle        1728          33109
 Degenerate element ERODED at cycle        1728          10036
 Element ERODED at cycle        1728          10036
 Degenerate element ERODED at cycle        1728          23952
 Element ERODED at cycle        1728          23952
 Degenerate element ERODED at cycle        1732           5642
 Element ERODED at cycle        1732           5642
 Degenerate element ERODED at cycle        1735           5374
 Element ERODED at cycle        1735           5374
 Degenerate element ERODED at cycle        1736          23759
 Element ERODED at cycle        1736          23759
 Degenerate element ERODED at cycle        1737          19266
 Element ERODED at cycle        1737          19266
 Degenerate element ERODED at cycle        1737          33102
 Element ERODED at cycle        1737          33102
 Degenerate element ERODED at cycle        1747          33081
 Element ERODED at cycle        1747          33081
 Degenerate element ERODED at cycle        1750           5449
 Element ERODED at cycle        1750           5449
 Degenerate element ERODED at cycle        1752          28463
 Element ERODED at cycle        1752          28463
 Degenerate element ERODED at cycle        1758           5312
 Element ERODED at cycle        1758           5312
 Degenerate element ERODED at cycle        1765          28416
 Element ERODED at cycle        1765          28416
 Degenerate element ERODED at cycle        1765          21029
 Element ERODED at cycle        1765          21029
 Degenerate element ERODED at cycle        1767          23768
 Element ERODED at cycle        1767          23768
 Degenerate element ERODED at cycle        1767          23902
 Element ERODED at cycle        1767          23902
 Degenerate element ERODED at cycle        1768          28530
 Element ERODED at cycle        1768          28530
 Degenerate element ERODED at cycle        1778          19227
 Element ERODED at cycle        1778          19227
 Degenerate element ERODED at cycle        1779           7293
 Element ERODED at cycle        1779           7293
 Degenerate element ERODED at cycle        1783          19265
 Element ERODED at cycle        1783          19265
 Degenerate element ERODED at cycle        1783          24082
 Element ERODED at cycle        1783          24082
 Degenerate element ERODED at cycle        1789          33108
 Element ERODED at cycle        1789          33108
 Degenerate element ERODED at cycle        1789          10042
 Element ERODED at cycle        1789          10042
 Degenerate element ERODED at cycle        1789          28479
 Element ERODED at cycle        1789          28479
 Degenerate element ERODED at cycle        1790          10038
 Element ERODED at cycle        1790          10038
 Degenerate element ERODED at cycle        1790          28495
 Element ERODED at cycle        1790          28495
 Degenerate element ERODED at cycle        1792           5308
 Element ERODED at cycle        1792           5308
 Degenerate element ERODED at cycle        1792          23867
 Element ERODED at cycle        1792          23867
 Degenerate element ERODED at cycle        1795          19261
 Element ERODED at cycle        1795          19261
 Degenerate element ERODED at cycle        1795           5414
 Element ERODED at cycle        1795           5414
 Degenerate element ERODED at cycle        1798          23755
 Element ERODED at cycle        1798          23755
 Degenerate element ERODED at cycle        1800          23865
 Element ERODED at cycle        1800          23865
 Degenerate element ERODED at cycle        1802          28474
 Element ERODED at cycle        1802          28474
 Degenerate element ERODED at cycle        1802          28496
 Element ERODED at cycle        1802          28496
 Degenerate element ERODED at cycle        1803           5412
 Element ERODED at cycle        1803           5412
 Degenerate element ERODED at cycle        1803          10030
 Element ERODED at cycle        1803          10030
 Degenerate element ERODED at cycle        1803          28485
 Element ERODED at cycle        1803          28485
 Degenerate element ERODED at cycle        1803          23868
 Element ERODED at cycle        1803          23868
 Degenerate element ERODED at cycle        1804          33104
 Element ERODED at cycle        1804          33104
 Degenerate element ERODED at cycle        1804          28198
 Element ERODED at cycle        1804          28198
 Degenerate element ERODED at cycle        1804          28493
 Element ERODED at cycle        1804          28493
 Degenerate element ERODED at cycle        1806          19299
 Element ERODED at cycle        1806          19299
 Degenerate element ERODED at cycle        1806           2641
 Element ERODED at cycle        1806           2641
 Degenerate element ERODED at cycle        1807          14627
 Element ERODED at cycle        1807          14627
 Degenerate element ERODED at cycle        1811          28486
 Element ERODED at cycle        1811          28486
 Degenerate element ERODED at cycle        1813          14629
 Element ERODED at cycle        1813          14629
 Degenerate element ERODED at cycle        1815          28457
 Element ERODED at cycle        1815          28457
 Degenerate element ERODED at cycle        1816          23828
 Element ERODED at cycle        1816          23828
 Degenerate element ERODED at cycle        1818          23562
 Element ERODED at cycle        1818          23562
 Degenerate element ERODED at cycle        1823          33140
 Element ERODED at cycle        1823          33140
 Degenerate element ERODED at cycle        1823          14608
 Element ERODED at cycle        1823          14608
 Degenerate element ERODED at cycle        1826          14609
 Element ERODED at cycle        1826          14609
 Degenerate element ERODED at cycle        1826          14665
 Element ERODED at cycle        1826          14665
 Degenerate element ERODED at cycle        1828          23847
 Element ERODED at cycle        1828          23847
 Degenerate element ERODED at cycle        1833           5328
 Element ERODED at cycle        1833           5328
 Degenerate element ERODED at cycle        1833          28481
 Element ERODED at cycle        1833          28481
 Degenerate element ERODED at cycle        1834          10034
 Element ERODED at cycle        1834          10034
 Degenerate element ERODED at cycle        1839          14598
 Element ERODED at cycle        1839          14598
 Degenerate element ERODED at cycle        1841           9741
 Element ERODED at cycle        1841           9741
 Degenerate element ERODED at cycle        1842          19259
 Element ERODED at cycle        1842          19259
 Degenerate element ERODED at cycle        1842          19263
 Element ERODED at cycle        1842          19263
 Degenerate element ERODED at cycle        1842          33077
 Element ERODED at cycle        1842          33077
 Degenerate element ERODED at cycle        1843          32813
 Element ERODED at cycle        1843          32813
 Degenerate element ERODED at cycle        1846           5416
 Element ERODED at cycle        1846           5416
 Degenerate element ERODED at cycle        1846          10017
 Element ERODED at cycle        1846          10017
 Degenerate element ERODED at cycle        1850          19257
 Element ERODED at cycle        1850          19257
 Degenerate element ERODED at cycle        1851          23773
 Element ERODED at cycle        1851          23773
 Degenerate element ERODED at cycle        1852          19205
 Element ERODED at cycle        1852          19205
 Degenerate element ERODED at cycle        1854          28421
 Element ERODED at cycle        1854          28421
 Degenerate element ERODED at cycle        1858          33106
 Element ERODED at cycle        1858          33106
 Degenerate element ERODED at cycle        1859          16544
 Element ERODED at cycle        1859          16544
 Degenerate element ERODED at cycle        1861           5324
 Element ERODED at cycle        1861           5324
 Degenerate element ERODED at cycle        1862           9754
 Element ERODED at cycle        1862           9754
 Degenerate element ERODED at cycle        1863          12035
 Element ERODED at cycle        1863          12035
 Degenerate element ERODED at cycle        1865           5319
 Element ERODED at cycle        1865           5319
 Degenerate element ERODED at cycle        1870          23573
 Element ERODED at cycle        1870          23573
 Degenerate element ERODED at cycle        1872          10006
 Element ERODED at cycle        1872          10006
 Degenerate element ERODED at cycle        1873          18928
 Element ERODED at cycle        1873          18928
 Degenerate element ERODED at cycle        1873          14621
 Element ERODED at cycle        1873          14621
 Degenerate element ERODED at cycle        1873          14625
 Element ERODED at cycle        1873          14625
 Degenerate element ERODED at cycle        1873          28483
 Element ERODED at cycle        1873          28483
 Degenerate element ERODED at cycle        1875          10074
 Element ERODED at cycle        1875          10074
 Degenerate element ERODED at cycle        1876          33142
 Element ERODED at cycle        1876          33142
 Degenerate element ERODED at cycle        1876          10010
 Element ERODED at cycle        1876          10010
 Degenerate element ERODED at cycle        1876          10076
 Element ERODED at cycle        1876          10076
 Degenerate element ERODED at cycle        1876          10477
 Element ERODED at cycle        1876          10477
 Degenerate element ERODED at cycle        1877           5112
 Element ERODED at cycle        1877           5112
 Degenerate element ERODED at cycle        1878          14600
 Element ERODED at cycle        1878          14600
 Degenerate element ERODED at cycle        1880          10014
 Element ERODED at cycle        1880          10014
 Degenerate element ERODED at cycle        1882          19241
 Element ERODED at cycle        1882          19241
 Degenerate element ERODED at cycle        1883          33073
 Element ERODED at cycle        1883          33073
 Degenerate element ERODED at cycle        1883           1051
 Element ERODED at cycle        1883           1051
 Degenerate element ERODED at cycle        1885          12151
 Element ERODED at cycle        1885          12151
 Degenerate element ERODED at cycle        1886          12153
 Element ERODED at cycle        1886          12153
 Degenerate element ERODED at cycle        1890          14601
 Element ERODED at cycle        1890          14601
 Degenerate element ERODED at cycle        1892          14396
 Element ERODED at cycle        1892          14396
 Degenerate element ERODED at cycle        1894          19236
 Element ERODED at cycle        1894          19236
 Degenerate element ERODED at cycle        1897          19297
 Element ERODED at cycle        1897          19297
 Degenerate element ERODED at cycle        1898          12030
 Element ERODED at cycle        1898          12030
 Degenerate element ERODED at cycle        1902          14596
 Element ERODED at cycle        1902          14596
 Degenerate element ERODED at cycle        1902          25796
 Element ERODED at cycle        1902          25796
 Degenerate element ERODED at cycle        1903          10475
 Element ERODED at cycle        1903          10475
 Degenerate element ERODED at cycle        1907           5403
 Element ERODED at cycle        1907           5403
 Degenerate element ERODED at cycle        1908          19240
 Element ERODED at cycle        1908          19240
 Degenerate element ERODED at cycle        1909          18951
 Element ERODED at cycle        1909          18951
 Degenerate element ERODED at cycle        1913          14605
 Element ERODED at cycle        1913          14605
 Degenerate element ERODED at cycle        1914          14617
 Element ERODED at cycle        1914          14617
 Degenerate element ERODED at cycle        1915          19233
 Element ERODED at cycle        1915          19233
 Degenerate element ERODED at cycle        1915          33080
 Element ERODED at cycle        1915          33080
 Degenerate element ERODED at cycle        1920          18955
 Element ERODED at cycle        1920          18955
 Degenerate element ERODED at cycle        1920          19237
 Element ERODED at cycle        1920          19237
 Degenerate element ERODED at cycle        1922          19224
 Element ERODED at cycle        1922          19224
 Degenerate element ERODED at cycle        1923          12012
 Element ERODED at cycle        1923          12012
 Degenerate element ERODED at cycle        1924          12018
 Element ERODED at cycle        1924          12018
 Degenerate element ERODED at cycle        1925          10008
 Element ERODED at cycle        1925          10008
 Degenerate element ERODED at cycle        1925          28420
 Element ERODED at cycle        1925          28420
 Degenerate element ERODED at cycle        1926          33075
 Element ERODED at cycle        1926          33075
 Degenerate element ERODED at cycle        1926          14368
 Element ERODED at cycle        1926          14368
 Degenerate element ERODED at cycle        1927          28417
 Element ERODED at cycle        1927          28417
 Degenerate element ERODED at cycle        1927          23769
 Element ERODED at cycle        1927          23769
 Degenerate element ERODED at cycle        1928          12050
 Element ERODED at cycle        1928          12050
 Degenerate element ERODED at cycle        1928          23772
 Element ERODED at cycle        1928          23772
 Degenerate element ERODED at cycle        1929          28395
 Element ERODED at cycle        1929          28395
 Degenerate element ERODED at cycle        1933          12047
 Element ERODED at cycle        1933          12047
 Degenerate element ERODED at cycle        1934           5320
 Element ERODED at cycle        1934           5320
 Degenerate element ERODED at cycle        1935          30466
 Element ERODED at cycle        1935          30466
 Degenerate element ERODED at cycle        1937           5448
 Element ERODED at cycle        1937           5448
 Degenerate element ERODED at cycle        1938          10147
 Element ERODED at cycle        1938          10147
 Degenerate element ERODED at cycle        1939           5060
 Element ERODED at cycle        1939           5060
 Degenerate element ERODED at cycle        1939          14416
 Element ERODED at cycle        1939          14416
 Degenerate element ERODED at cycle        1940          33143
 Element ERODED at cycle        1940          33143
 Degenerate element ERODED at cycle        1940          10077
 Element ERODED at cycle        1940          10077
 Degenerate element ERODED at cycle        1942          28203
 Element ERODED at cycle        1942          28203
 Degenerate element ERODED at cycle        1943           5323
 Element ERODED at cycle        1943           5323
 Degenerate element ERODED at cycle        1943           2632
 Element ERODED at cycle        1943           2632
 Degenerate element ERODED at cycle        1945           5363
 Element ERODED at cycle        1945           5363
 Degenerate element ERODED at cycle        1945           5349
 Element ERODED at cycle        1945           5349
 Degenerate element ERODED at cycle        1945          25800
 Element ERODED at cycle        1945          25800
 Degenerate element ERODED at cycle        1946          23567
 Element ERODED at cycle        1946          23567
 Degenerate element ERODED at cycle        1947           5405
 Element ERODED at cycle        1947           5405
 Degenerate element ERODED at cycle        1947          33091
 Element ERODED at cycle        1947          33091
 Degenerate element ERODED at cycle        1947          23858
 Element ERODED at cycle        1947          23858
 Degenerate element ERODED at cycle        1948          14632
 Element ERODED at cycle        1948          14632
 Degenerate element ERODED at cycle        1949           2553
 Element ERODED at cycle        1949           2553
 Degenerate element ERODED at cycle        1950          21032
 Element ERODED at cycle        1950          21032
 Degenerate element ERODED at cycle        1950          23800
 Element ERODED at cycle        1950          23800
 Degenerate element ERODED at cycle        1953           5117
 Element ERODED at cycle        1953           5117
 Degenerate element ERODED at cycle        1954          16694
 Element ERODED at cycle        1954          16694
 Degenerate element ERODED at cycle        1954          14624
 Element ERODED at cycle        1954          14624
 Degenerate element ERODED at cycle        1954           5447
 Element ERODED at cycle        1954           5447
 Degenerate element ERODED at cycle        1954          23838
 Element ERODED at cycle        1954          23838
 Degenerate element ERODED at cycle        1956          18901
 Element ERODED at cycle        1956          18901
 Degenerate element ERODED at cycle        1956          19229
 Element ERODED at cycle        1956          19229
 Degenerate element ERODED at cycle        1956           2645
 Element ERODED at cycle        1956           2645
 Degenerate element ERODED at cycle        1959           5126
 Element ERODED at cycle        1959           5126
 Degenerate element ERODED at cycle        1959          10013
 Element ERODED at cycle        1959          10013
 Degenerate element ERODED at cycle        1959          25797
 Element ERODED at cycle        1959          25797
 Degenerate element ERODED at cycle        1959          28466
 Element ERODED at cycle        1959          28466
 Degenerate element ERODED at cycle        1961          33079
 Element ERODED at cycle        1961          33079
 Degenerate element ERODED at cycle        1963          14387
 Element ERODED at cycle        1963          14387
 Degenerate element ERODED at cycle        1964          14572
 Element ERODED at cycle        1964          14572
 Degenerate element ERODED at cycle        1965           5329
 Element ERODED at cycle        1965           5329
 Degenerate element ERODED at cycle        1966          25789
 Element ERODED at cycle        1966          25789
 Degenerate element ERODED at cycle        1966          10149
 Element ERODED at cycle        1966          10149
 Degenerate element ERODED at cycle        1967          19228
 Element ERODED at cycle        1967          19228
 Degenerate element ERODED at cycle        1967          12043
 Element ERODED at cycle        1967          12043
 Degenerate element ERODED at cycle        1967          23524
 Element ERODED at cycle        1967          23524
 Degenerate element ERODED at cycle        1968          12150
 Element ERODED at cycle        1968          12150
 Degenerate element ERODED at cycle        1968          14633
 Element ERODED at cycle        1968          14633
 Degenerate element ERODED at cycle        1970           5376
 Element ERODED at cycle        1970           5376
 Degenerate element ERODED at cycle        1972          10001
 Element ERODED at cycle        1972          10001
 Degenerate element ERODED at cycle        1974           2532
 Element ERODED at cycle        1974           2532
 Degenerate element ERODED at cycle        1975          28475
 Element ERODED at cycle        1975          28475
 Degenerate element ERODED at cycle        1976           9750
 Element ERODED at cycle        1976           9750
 Degenerate element ERODED at cycle        1977          23901
 Element ERODED at cycle        1977          23901
 Degenerate element ERODED at cycle        1978          10073
 Element ERODED at cycle        1978          10073
 Degenerate element ERODED at cycle        1979          14374
 Element ERODED at cycle        1979          14374
 Degenerate element ERODED at cycle        1980          19202
 Element ERODED at cycle        1980          19202
 Degenerate element ERODED at cycle        1981          28528
 Element ERODED at cycle        1981          28528
 Degenerate element ERODED at cycle        1982          19349
 Element ERODED at cycle        1982          19349
 Degenerate element ERODED at cycle        1983           5407
 Element ERODED at cycle        1983           5407
 Degenerate element ERODED at cycle        1984          28396
 Element ERODED at cycle        1984          28396
 Degenerate element ERODED at cycle        1984          28438
 Element ERODED at cycle        1984          28438
 Degenerate element ERODED at cycle        1985           2653
 Element ERODED at cycle        1985           2653
 Degenerate element ERODED at cycle        1986          19253
 Element ERODED at cycle        1986          19253
 Degenerate element ERODED at cycle        1987          21041
 Element ERODED at cycle        1987          21041
 Degenerate element ERODED at cycle        1988          19296
 Element ERODED at cycle        1988          19296
 Degenerate element ERODED at cycle        1991          14400
 Element ERODED at cycle        1991          14400
 Degenerate element ERODED at cycle        1993          32820
 Element ERODED at cycle        1993          32820
 Degenerate element ERODED at cycle        1993          14566
 Element ERODED at cycle        1993          14566
 Degenerate element ERODED at cycle        1994          28529
 Element ERODED at cycle        1994          28529
 Degenerate element ERODED at cycle        1995          23862
 Element ERODED at cycle        1995          23862
 Degenerate element ERODED at cycle        1996          14409
 Element ERODED at cycle        1996          14409
 Degenerate element ERODED at cycle        2000           5104
 Element ERODED at cycle        2000           5104
 Degenerate element ERODED at cycle        2000          14630
 Element ERODED at cycle        2000          14630
 Degenerate element ERODED at cycle        2001           5109
 Element ERODED at cycle        2001           5109
 Degenerate element ERODED at cycle        2002          25774
 Element ERODED at cycle        2002          25774
 Degenerate element ERODED at cycle        2002          25799
 Element ERODED at cycle        2002          25799
 Degenerate element ERODED at cycle        2008           9653
 Element ERODED at cycle        2008           9653
 Degenerate element ERODED at cycle        2008           9971
 Element ERODED at cycle        2008           9971
 Degenerate element ERODED at cycle        2008          32775
 Element ERODED at cycle        2008          32775
 Degenerate element ERODED at cycle        2008          23751
 Element ERODED at cycle        2008          23751
 Degenerate element ERODED at cycle        2011          32725
 Element ERODED at cycle        2011          32725
 Degenerate element ERODED at cycle        2011          33039
 Element ERODED at cycle        2011          33039
 Degenerate element ERODED at cycle        2012           9460
 Element ERODED at cycle        2012           9460
 Degenerate element ERODED at cycle        2012          12166
 Element ERODED at cycle        2012          12166
 Degenerate element ERODED at cycle        2012           9703
 Element ERODED at cycle        2012           9703
 Degenerate element ERODED at cycle        2013           5326
 Element ERODED at cycle        2013           5326
 Degenerate element ERODED at cycle        2013          23819
 Element ERODED at cycle        2013          23819
 Degenerate element ERODED at cycle        2016           5450
 Element ERODED at cycle        2016           5450
 Degenerate element ERODED at cycle        2016           5075
 Element ERODED at cycle        2016           5075
 Degenerate element ERODED at cycle        2016          21024
 Element ERODED at cycle        2016          21024
 Degenerate element ERODED at cycle        2019           2654
 Element ERODED at cycle        2019           2654
 Degenerate element ERODED at cycle        2020          28412
 Element ERODED at cycle        2020          28412
 Degenerate element ERODED at cycle        2020          21038
 Element ERODED at cycle        2020          21038
 Degenerate element ERODED at cycle        2021          28430
 Element ERODED at cycle        2021          28430
 Degenerate element ERODED at cycle        2021          21039
 Element ERODED at cycle        2021          21039
 Degenerate element ERODED at cycle        2022          33139
 Element ERODED at cycle        2022          33139
 Degenerate element ERODED at cycle        2023           5390
 Element ERODED at cycle        2023           5390
 Degenerate element ERODED at cycle        2024           9990
 Element ERODED at cycle        2024           9990
 Degenerate element ERODED at cycle        2025           4875
 Element ERODED at cycle        2025           4875
 Degenerate element ERODED at cycle        2025          14667
 Element ERODED at cycle        2025          14667
 Degenerate element ERODED at cycle        2027          28215
 Element ERODED at cycle        2027          28215
 Degenerate element ERODED at cycle        2028          16469
 Element ERODED at cycle        2028          16469
 Degenerate element ERODED at cycle        2028          28448
 Element ERODED at cycle        2028          28448
 Degenerate element ERODED at cycle        2028          23809
 Element ERODED at cycle        2028          23809
 Degenerate element ERODED at cycle        2028          23900
 Element ERODED at cycle        2028          23900
 Degenerate element ERODED at cycle        2028           9752
 Element ERODED at cycle        2028           9752
 Degenerate element ERODED at cycle        2029          25775
 Element ERODED at cycle        2029          25775
 Degenerate element ERODED at cycle        2029          21035
 Element ERODED at cycle        2029          21035
 Degenerate element ERODED at cycle        2029          23852
 Element ERODED at cycle        2029          23852
 Degenerate element ERODED at cycle        2030           7459
 Element ERODED at cycle        2030           7459
 Degenerate element ERODED at cycle        2031          28190
 Element ERODED at cycle        2031          28190
 Degenerate element ERODED at cycle        2033          18953
 Element ERODED at cycle        2033          18953
 Degenerate element ERODED at cycle        2037          33058
 Element ERODED at cycle        2037          33058
 Degenerate element ERODED at cycle        2037          30472
 Element ERODED at cycle        2037          30472
 Degenerate element ERODED at cycle        2037          23848
 Element ERODED at cycle        2037          23848
 Degenerate element ERODED at cycle        2039          23555
 Element ERODED at cycle        2039          23555
 Degenerate element ERODED at cycle        2043          28211
 Element ERODED at cycle        2043          28211
 Degenerate element ERODED at cycle        2045          28186
 Element ERODED at cycle        2045          28186
 Degenerate element ERODED at cycle        2045          28531
 Element ERODED at cycle        2045          28531
 Degenerate element ERODED at cycle        2046           5047
 Element ERODED at cycle        2046           5047
 Degenerate element ERODED at cycle        2046          18950
 Element ERODED at cycle        2046          18950
 Degenerate element ERODED at cycle        2048          23855
 Element ERODED at cycle        2048          23855
 Degenerate element ERODED at cycle        2049          23578
 Element ERODED at cycle        2049          23578
 Degenerate element ERODED at cycle        2051           5401
 Element ERODED at cycle        2051           5401
 Degenerate element ERODED at cycle        2051          10117
 Element ERODED at cycle        2051          10117
 Degenerate element ERODED at cycle        2051          28131
 Element ERODED at cycle        2051          28131
 Degenerate element ERODED at cycle        2051          28532
 Element ERODED at cycle        2051          28532
 Degenerate element ERODED at cycle        2051          21027
 Element ERODED at cycle        2051          21027
 Degenerate element ERODED at cycle        2051          23844
 Element ERODED at cycle        2051          23844
 Degenerate element ERODED at cycle        2053          18943
 Element ERODED at cycle        2053          18943
 Degenerate element ERODED at cycle        2053          23782
 Element ERODED at cycle        2053          23782
 Degenerate element ERODED at cycle        2053          23845
 Element ERODED at cycle        2053          23845
 Degenerate element ERODED at cycle        2053           9728
 Element ERODED at cycle        2053           9728
 Degenerate element ERODED at cycle        2054          23904
 Element ERODED at cycle        2054          23904
 Degenerate element ERODED at cycle        2055          23756
 Element ERODED at cycle        2055          23756
 Degenerate element ERODED at cycle        2056           5399
 Element ERODED at cycle        2056           5399
 Degenerate element ERODED at cycle        2056          28192
 Element ERODED at cycle        2056          28192
 Degenerate element ERODED at cycle        2056           9734
 Element ERODED at cycle        2056           9734
 Degenerate element ERODED at cycle        2056           2648
 Element ERODED at cycle        2056           2648
 Degenerate element ERODED at cycle        2057          32800
 Element ERODED at cycle        2057          32800
 Degenerate element ERODED at cycle        2058          23761
 Element ERODED at cycle        2058          23761
 Degenerate element ERODED at cycle        2061          19238
 Element ERODED at cycle        2061          19238
 Degenerate element ERODED at cycle        2061          23903
 Element ERODED at cycle        2061          23903
 Degenerate element ERODED at cycle        2063          32821
 Element ERODED at cycle        2063          32821
 Degenerate element ERODED at cycle        2063          11734
 Element ERODED at cycle        2063          11734
 Degenerate element ERODED at cycle        2064           4810
 Element ERODED at cycle        2064           4810
 Degenerate element ERODED at cycle        2066          30180
 Element ERODED at cycle        2066          30180
 Degenerate element ERODED at cycle        2066          23763
 Element ERODED at cycle        2066          23763
